ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME
677,16-25,female,majority,30y+,high school,middle class,0.201468,1,after 2015,0,0,10065,5071,sedan,3,0,0,0
678,26-39,female,majority,10-19y,university,working class,0.09266,1,after 2015,1,1,10048,6639,sports car,4,0,1,0
679,65+,male,majority,10-19y,high school,middle class,0.666091,1,before 2015,1,1,10022,7112,sports car,0,0,0,0
680,65+,male,majority,10-19y,none,upper class,0.483997,0,after 2015,0,0,10009,13199,sedan,0,0,2,0
681,40-64,male,majority,20-29y,university,working class,0.666321,1,before 2015,1,1,10065,7739,sedan,0,0,0,0
682,26-39,female,majority,0-9y,high school,working class,0.38074,1,before 2015,1,0,10007,5815,sports car,0,0,2,0
683,26-39,male,majority,30y+,high school,middle class,0.750796,1,before 2015,1,0,10048,21477,sedan,4,0,3,1
684,40-64,female,majority,10-19y,high school,poverty,0.682601,1,after 2015,0,0,10068,9298,sedan,1,2,1,0
685,65+,male,majority,10-19y,high school,upper class,0.650342,1,after 2015,1,1,10022,17073,sedan,3,1,2,1
686,40-64,male,majority,30y+,high school,upper class,0.027569,0,before 2015,1,0,10238,16780,sedan,1,2,2,1
687,40-64,male,majority,30y+,university,upper class,0.858124,0,after 2015,0,0,10238,21065,sedan,1,0,1,0
688,26-39,male,majority,20-29y,university,working class,0.376607,0,before 2015,0,1,10007,15822,sedan,0,1,1,0
689,40-64,female,minority,0-9y,none,middle class,0.135616,0,before 2015,1,1,10081,24445,sedan,1,0,0,0
690,26-39,male,majority,20-29y,university,upper class,0.755589,1,after 2015,1,0,10015,15613,sedan,0,0,0,0
691,26-39,female,majority,10-19y,none,working class,0.486475,1,after 2015,0,1,10081,18472,sedan,1,0,0,0
692,26-39,male,minority,10-19y,none,poverty,0.032005,1,after 2015,1,0,10048,23127,sedan,0,0,0,0
693,40-64,female,minority,0-9y,university,working class,0.781871,1,after 2015,1,0,10065,19403,sports car,3,1,2,1
694,26-39,male,minority,10-19y,university,upper class,0.435037,1,before 2015,0,0,10032,19587,sedan,0,1,0,0
695,16-25,female,minority,20-29y,high school,middle class,0.754926,1,before 2015,1,0,10238,6160,sports car,1,0,2,0
696,40-64,female,majority,10-19y,high school,middle class,0.755591,1,before 2015,1,0,10065,6687,sedan,0,1,0,0
697,26-39,female,majority,30y+,high school,middle class,0.099936,1,after 2015,1,0,10009,10493,sports car,3,1,3,1
698,40-64,male,minority,0-9y,university,middle class,0.613226,0,after 2015,0,1,10238,16256,sedan,0,2,2,1
699,26-39,female,minority,0-9y,high school,poverty,0.360137,0,before 2015,1,1,10065,22689,sedan,3,0,0,0
700,26-39,male,majority,20-29y,high school,middle class,0.546402,0,after 2015,0,0,10015,6752,sedan,0,0,2,0
701,40-64,male,minority,30y+,university,middle class,0.088547,1,after 2015,1,0,10007,7841,sedan,0,0,1,0
702,16-25,male,majority,30y+,high school,middle class,0.588184,1,before 2015,1,0,10065,15576,sedan,0,0,2,0
703,26-39,male,majority,20-29y,university,middle class,0.77754,1,before 2015,1,1,10048,7762,sports car,0,0,0,0
704,16-25,female,minority,0-9y,university,middle class,0.986814,1,before 2015,1,1,10048,14376,sports car,1,0,1,1
705,16-25,male,minority,30y+,high school,upper class,0.32028,1,after 2015,0,0,10009,23067,sports car,1,1,0,0
706,65+,female,minority,30y+,high school,middle class,0.155125,0,after 2015,1,0,10081,19937,sedan,0,0,4,0
707,26-39,female,minority,0-9y,high school,middle class,0.365901,0,after 2015,0,0,10065,19932,sedan,0,0,1,0
708,40-64,female,majority,20-29y,university,middle class,0.019302,1,before 2015,0,1,10238,13343,sedan,1,1,4,1
709,26-39,female,majority,20-29y,high school,upper class,0.408773,1,before 2015,1,0,10081,18495,sedan,0,0,2,0
710,40-64,male,minority,10-19y,university,middle class,0.914589,1,before 2015,0,1,10065,19737,sedan,2,0,0,0
711,40-64,female,majority,30y+,high school,poverty,0.194351,0,after 2015,1,1,10032,5404,sedan,4,0,0,0
712,40-64,male,majority,0-9y,high school,working class,0.47772,0,after 2015,1,0,10022,21287,sports car,1,0,4,1
713,26-39,female,majority,20-29y,none,poverty,0.572617,0,before 2015,1,0,10238,22840,sedan,3,0,0,0
714,26-39,female,majority,0-9y,high school,working class,0.179907,1,before 2015,1,1,10081,7425,sports car,0,0,1,0
715,26-39,female,majority,10-19y,high school,middle class,0.330106,1,after 2015,1,0,10009,21818,sedan,4,1,0,1
716,65+,male,minority,20-29y,none,upper class,0.911358,1,before 2015,0,1,10022,12165,sedan,0,0,0,0
717,40-64,male,majority,0-9y,high school,middle class,0.295729,1,before 2015,0,0,10007,11361,sedan,0,2,0,0
718,65+,male,majority,10-19y,high school,poverty,0.635363,1,before 2015,0,1,10009,17100,sedan,4,0,0,0
719,16-25,male,minority,30y+,high school,working class,0.136952,1,after 2015,0,1,10048,21244,sports car,0,1,4,1
720,40-64,male,majority,20-29y,high school,middle class,0.669867,1,after 2015,1,0,10048,12936,sports car,3,1,2,0
721,65+,female,minority,20-29y,none,middle class,0.279144,1,before 2015,0,1,10068,17659,sedan,1,1,0,0
722,26-39,male,majority,0-9y,high school,upper class,0.231263,0,before 2015,0,0,10015,21574,sedan,0,1,0,0
723,16-25,male,minority,10-19y,university,upper class,0.124165,0,before 2015,1,0,10068,20680,sedan,5,0,1,1
724,40-64,female,majority,20-29y,high school,upper class,0.046824,0,before 2015,0,1,10048,10525,sedan,2,0,0,0
725,40-64,female,majority,30y+,university,middle class,0.96786,1,after 2015,0,0,10032,19120,sedan,3,0,3,0
726,40-64,male,minority,0-9y,none,middle class,0.413905,1,before 2015,1,0,10015,17751,sedan,0,0,0,0
727,16-25,male,minority,20-29y,university,working class,0.777616,0,before 2015,1,1,10022,18817,sedan,0,0,0,0
728,40-64,male,majority,0-9y,high school,poverty,0.920089,0,after 2015,0,1,10238,13488,sports car,0,0,1,0
729,26-39,male,minority,0-9y,high school,poverty,0.20402,1,before 2015,1,0,10022,5407,sports car,3,1,0,0
730,26-39,female,majority,10-19y,high school,working class,0.869849,0,before 2015,0,1,10032,11819,sports car,3,2,0,1
731,26-39,male,minority,0-9y,high school,poverty,0.708025,0,after 2015,0,1,10238,19754,sedan,3,0,3,1
732,40-64,female,majority,0-9y,high school,upper class,0.577977,1,after 2015,0,0,10238,20492,sports car,1,0,0,0
733,40-64,female,majority,20-29y,university,middle class,0.809078,0,before 2015,0,0,10009,22400,sedan,0,2,4,1
734,40-64,female,majority,10-19y,none,upper class,0.110665,0,after 2015,0,1,10007,9617,sports car,0,0,0,0
735,26-39,male,majority,20-29y,high school,upper class,0.2636,1,after 2015,0,0,10015,18028,sedan,0,2,0,0
736,65+,male,majority,20-29y,university,upper class,0.131051,1,after 2015,1,1,10007,9024,sedan,1,0,1,0
737,26-39,female,majority,20-29y,high school,upper class,0.895971,0,after 2015,1,0,10007,8410,sedan,2,0,3,0
738,40-64,male,majority,10-19y,high school,middle class,0.098798,1,after 2015,0,1,10007,19011,sedan,4,1,2,1
739,26-39,male,majority,10-19y,high school,working class,0.97995,1,after 2015,0,1,10007,8476,sedan,0,1,0,0
740,26-39,male,majority,20-29y,none,middle class,0.109891,0,after 2015,1,1,10015,5645,sedan,3,0,1,0
741,26-39,male,minority,0-9y,none,upper class,0.66182,0,before 2015,1,0,10065,17125,sports car,3,0,2,1
742,26-39,female,majority,30y+,high school,upper class,0.660494,0,after 2015,1,1,10081,5685,sedan,2,0,0,0
743,40-64,male,minority,10-19y,none,upper class,0.931246,1,before 2015,0,1,10007,15734,sports car,1,0,1,0
744,40-64,female,minority,0-9y,high school,middle class,0.323133,1,before 2015,1,0,10009,21097,sedan,0,0,1,0
745,26-39,male,majority,20-29y,high school,middle class,0.332012,0,after 2015,0,0,10015,5882,sedan,1,0,0,0
746,65+,female,minority,30y+,university,upper class,0.846293,1,after 2015,1,0,10238,18400,sports car,3,3,5,1
747,26-39,female,majority,0-9y,university,upper class,0.978576,1,before 2015,1,0,10238,6456,sedan,3,0,1,0
748,40-64,female,majority,0-9y,high school,middle class,0.030139,0,before 2015,0,0,10065,17455,sports car,1,0,3,1
749,65+,male,majority,30y+,high school,middle class,0.635317,1,after 2015,0,1,10048,22420,sports car,1,1,1,0
750,40-64,male,majority,0-9y,high school,upper class,0.24364,0,before 2015,0,1,10065,13589,sedan,3,3,3,1
751,16-25,male,minority,0-9y,none,working class,0.727962,0,before 2015,1,0,10081,12559,sedan,1,0,4,1
752,65+,female,majority,10-19y,high school,upper class,0.772719,0,before 2015,1,0,10081,21450,sedan,1,0,4,1
753,40-64,female,majority,10-19y,high school,poverty,0.762526,1,after 2015,0,1,10007,17551,sedan,3,0,1,0
754,26-39,female,minority,20-29y,high school,middle class,0.435511,1,before 2015,1,1,10068,14001,sedan,2,2,5,1
755,16-25,male,majority,10-19y,university,middle class,0.157801,1,before 2015,0,0,10009,17580,sports car,0,0,0,0
756,40-64,female,majority,30y+,university,middle class,0.584765,1,after 2015,1,1,10048,11024,sports car,0,0,2,0
757,40-64,male,majority,20-29y,university,poverty,0.789038,0,after 2015,1,0,10015,23242,sedan,1,2,3,1
758,40-64,female,minority,30y+,high school,poverty,0.912195,1,after 2015,1,0,10022,5128,sports car,3,0,0,0
759,65+,male,minority,10-19y,university,upper class,0.452644,0,before 2015,1,0,10032,10369,sports car,4,1,2,1
760,40-64,female,majority,0-9y,high school,working class,0.245675,1,after 2015,1,0,10068,21766,sports car,4,0,5,1
761,26-39,male,majority,30y+,high school,working class,0.118822,1,after 2015,0,1,10015,8979,sports car,5,0,0,0
762,26-39,male,majority,0-9y,university,middle class,0.797601,0,before 2015,1,0,10048,9697,sedan,1,0,3,0
763,26-39,female,majority,20-29y,university,working class,0.535297,0,after 2015,0,0,10065,16234,sedan,4,0,1,0
764,40-64,male,minority,0-9y,university,upper class,0.674184,0,after 2015,0,0,10065,18522,sports car,2,2,4,1
765,16-25,female,majority,20-29y,high school,working class,0.15924,1,after 2015,0,1,10009,5837,sedan,1,2,1,0
766,40-64,female,majority,30y+,high school,middle class,0.006579,1,before 2015,1,1,10065,21566,sedan,4,2,3,1
767,40-64,female,minority,10-19y,university,middle class,0.967582,1,before 2015,0,0,10238,16366,sedan,1,0,2,0
768,65+,male,minority,0-9y,university,upper class,0.810888,0,before 2015,1,1,10081,5954,sedan,0,0,1,0
769,26-39,male,majority,0-9y,university,working class,0.400026,1,after 2015,0,0,10048,15780,sedan,2,3,3,1
770,40-64,female,majority,10-19y,high school,working class,0.457148,1,before 2015,1,0,10065,8276,sedan,0,1,3,0
771,16-25,male,majority,0-9y,high school,upper class,0.929065,0,after 2015,1,0,10022,7820,sports car,4,0,5,1
772,40-64,female,majority,20-29y,none,middle class,0.20765,0,after 2015,1,1,10015,16223,sports car,2,0,0,0
773,16-25,male,majority,10-19y,university,middle class,0.802829,1,after 2015,0,1,10015,19127,sedan,1,0,1,0
774,26-39,male,majority,10-19y,none,working class,0.01793,1,before 2015,1,1,10081,10720,sedan,0,2,0,0
775,40-64,male,minority,10-19y,high school,middle class,0.875713,0,after 2015,0,0,10032,23180,sedan,0,1,3,0
776,16-25,male,minority,10-19y,university,working class,0.589284,0,after 2015,1,0,10238,13423,sedan,1,0,2,0
777,26-39,male,majority,0-9y,high school,working class,0.477578,0,after 2015,1,1,10015,12315,sedan,1,0,3,0
778,40-64,female,majority,20-29y,university,middle class,0.706458,0,before 2015,0,0,10068,16524,sports car,1,0,3,1
779,40-64,female,minority,30y+,university,upper class,0.067651,0,after 2015,0,0,10068,20689,sedan,0,2,1,0
780,40-64,male,minority,10-19y,none,working class,0.195544,0,after 2015,0,0,10065,6597,sports car,2,1,5,1
781,40-64,female,minority,0-9y,high school,working class,0.406985,0,after 2015,0,1,10048,21964,sedan,4,0,2,1
782,40-64,male,majority,20-29y,university,working class,0.617866,0,after 2015,0,0,10015,14989,sedan,1,1,2,0
783,26-39,female,majority,0-9y,high school,middle class,0.144548,1,before 2015,1,0,10081,15427,sedan,3,1,0,1
784,26-39,female,minority,0-9y,high school,middle class,0.379492,0,before 2015,1,0,10068,21626,sedan,1,2,0,0
785,26-39,female,minority,20-29y,high school,working class,0.260893,1,after 2015,1,1,10007,16161,sedan,0,0,2,0
786,65+,male,majority,0-9y,high school,upper class,0.645569,0,before 2015,1,0,10081,13931,sedan,0,1,1,0
787,40-64,male,majority,0-9y,high school,working class,0.919278,1,before 2015,0,1,10068,21555,sedan,3,1,5,1
788,26-39,male,minority,30y+,none,working class,0.165979,0,after 2015,0,0,10007,24299,sedan,1,0,1,0
789,26-39,female,majority,10-19y,none,poverty,0.189261,0,before 2015,1,1,10015,20008,sedan,2,0,3,0
790,65+,male,minority,30y+,high school,poverty,0.600528,1,before 2015,0,1,10015,23299,sports car,3,0,2,1
791,26-39,female,majority,0-9y,high school,poverty,0.453563,1,before 2015,1,1,10015,20549,sedan,1,0,0,0
792,40-64,male,minority,30y+,none,working class,0.718105,0,after 2015,1,0,10022,20804,sports car,0,0,0,0
793,40-64,female,majority,10-19y,university,middle class,0.287885,0,after 2015,0,0,10032,9427,sports car,2,0,0,0
794,40-64,male,majority,0-9y,high school,poverty,0.54482,1,before 2015,1,1,10065,23562,sedan,5,0,1,1
795,16-25,male,minority,20-29y,university,working class,0.386828,1,after 2015,1,1,10009,7283,sedan,1,0,0,0
796,65+,male,minority,30y+,high school,working class,0.281264,0,before 2015,1,0,10022,15628,sedan,3,0,3,1
797,65+,male,minority,0-9y,none,working class,0.729296,1,after 2015,1,1,10032,5257,sports car,0,0,2,0
798,40-64,male,majority,20-29y,university,working class,0.795894,0,after 2015,1,1,10007,12296,sedan,0,1,3,0
799,40-64,female,minority,10-19y,high school,working class,0.328951,1,after 2015,1,0,10015,18727,sedan,0,0,0,0
800,65+,male,majority,20-29y,high school,upper class,0.622972,1,after 2015,1,1,10081,5703,sports car,1,0,2,0
801,40-64,male,majority,20-29y,high school,middle class,0.178591,0,after 2015,1,0,10081,6440,sedan,3,0,1,0
802,26-39,female,minority,0-9y,high school,middle class,0.790968,1,after 2015,1,0,10022,15675,sedan,1,1,2,0
803,40-64,male,majority,0-9y,high school,upper class,0.281251,0,after 2015,0,1,10015,6177,sedan,0,0,2,0
804,40-64,female,majority,10-19y,none,middle class,0.170955,0,after 2015,0,0,10015,11119,sedan,0,0,0,0
805,26-39,female,majority,30y+,high school,middle class,0.939961,1,before 2015,1,1,10065,20223,sports car,2,2,4,1
806,40-64,male,majority,10-19y,university,middle class,0.422484,0,before 2015,0,1,10009,11394,sports car,2,1,1,0
807,65+,male,minority,20-29y,university,middle class,0.6435,1,after 2015,0,1,10238,12920,sports car,0,1,1,0
808,65+,male,majority,0-9y,none,upper class,0.809213,0,after 2015,0,0,10009,20388,sports car,1,0,1,1
809,26-39,female,majority,20-29y,university,working class,0.686142,0,before 2015,0,0,10081,7970,sedan,4,0,1,0
810,16-25,female,minority,20-29y,high school,working class,0.56466,1,before 2015,0,0,10032,21736,sports car,1,2,0,1
811,65+,female,majority,20-29y,high school,poverty,0.371613,1,after 2015,1,0,10081,5198,sedan,0,0,2,0
812,40-64,female,majority,30y+,university,upper class,0.918523,1,before 2015,1,1,10081,9736,sports car,2,0,2,0
813,16-25,male,majority,0-9y,high school,working class,0.133542,1,after 2015,1,0,10009,13110,sedan,4,1,1,1
814,65+,female,majority,10-19y,high school,upper class,0.88392,1,after 2015,0,1,10048,9292,sedan,1,0,1,0
815,65+,female,majority,30y+,high school,working class,0.709849,1,after 2015,0,1,10065,21669,sedan,1,3,0,1
816,40-64,female,minority,0-9y,high school,working class,0.571411,1,before 2015,1,0,10007,23577,sedan,4,0,1,1
817,40-64,female,majority,20-29y,none,working class,0.324748,1,before 2015,1,1,10068,10807,sedan,0,0,3,0
818,26-39,female,majority,20-29y,university,middle class,0.146044,1,before 2015,1,0,10022,7545,sedan,0,0,0,0
819,16-25,male,majority,20-29y,high school,middle class,0.443161,0,before 2015,0,0,10009,21189,sports car,0,0,1,0
820,26-39,male,majority,0-9y,high school,working class,0.78376,0,before 2015,0,1,10009,24885,sedan,0,0,3,0
821,40-64,male,minority,0-9y,none,middle class,0.74531,1,after 2015,0,1,10015,17040,sports car,0,0,3,1
822,16-25,male,majority,20-29y,university,working class,0.645442,0,after 2015,0,1,10032,24707,sedan,1,0,0,0
823,26-39,female,minority,0-9y,high school,middle class,0.9925,0,after 2015,0,1,10238,5451,sedan,1,0,0,0
824,26-39,male,majority,20-29y,high school,middle class,0.972635,0,after 2015,0,1,10032,20483,sedan,0,0,2,0
825,40-64,female,majority,10-19y,university,upper class,0.400005,1,after 2015,0,0,10238,15066,sedan,2,1,1,0
826,65+,male,majority,10-19y,none,upper class,0.192534,0,after 2015,0,1,10015,12923,sedan,3,1,1,1
827,26-39,male,minority,10-19y,high school,middle class,0.463838,0,after 2015,1,1,10032,16672,sports car,0,0,0,0
828,26-39,female,majority,30y+,high school,poverty,0.844577,1,before 2015,1,0,10081,9814,sedan,0,0,1,0
829,40-64,female,majority,10-19y,high school,upper class,0.458563,0,before 2015,0,1,10015,14487,sedan,0,1,2,0
830,26-39,female,minority,20-29y,high school,poverty,0.335982,1,before 2015,1,1,10065,15080,sedan,1,0,0,0
831,26-39,male,minority,30y+,high school,middle class,0.741232,1,after 2015,0,1,10007,20218,sports car,0,1,0,0
832,26-39,male,majority,20-29y,high school,poverty,0.650137,1,before 2015,0,0,10032,16215,sedan,0,0,3,0
833,16-25,male,minority,30y+,university,working class,0.968698,0,after 2015,0,0,10015,16103,sedan,0,1,2,0
834,26-39,male,minority,0-9y,high school,middle class,0.54926,0,before 2015,0,1,10032,5703,sedan,3,1,3,1
835,26-39,male,majority,30y+,high school,working class,0.967472,0,before 2015,1,0,10065,21868,sedan,2,0,2,0
836,26-39,female,majority,10-19y,university,upper class,0.290936,1,before 2015,0,1,10022,13854,sports car,0,0,0,0
837,65+,female,majority,30y+,high school,middle class,0.864824,1,after 2015,1,0,10065,22542,sedan,3,0,1,0
838,26-39,female,majority,30y+,high school,middle class,0.350925,1,before 2015,0,0,10015,21961,sedan,0,0,0,0
839,40-64,female,minority,10-19y,high school,working class,0.809676,1,after 2015,0,0,10048,16841,sedan,1,0,5,0
840,40-64,male,majority,10-19y,high school,poverty,0.925986,1,after 2015,1,1,10048,5244,sedan,1,0,1,0
841,16-25,female,majority,20-29y,high school,middle class,0.623191,1,before 2015,0,0,10068,13611,sedan,0,0,2,0
842,40-64,male,minority,0-9y,none,middle class,0.728549,1,before 2015,1,1,10048,10261,sedan,1,0,0,0
843,26-39,female,majority,20-29y,university,middle class,0.95864,0,after 2015,0,1,10022,8415,sports car,0,0,2,0
844,65+,male,minority,0-9y,high school,working class,0.375156,0,after 2015,1,1,10068,15694,sedan,1,0,0,0
845,16-25,male,minority,30y+,high school,middle class,0.511584,0,before 2015,1,1,10007,12354,sports car,0,0,0,0
